Real-time data - subject to revision
Copyright Environment Canada(2024)

"Real-Time Hydrometric Data for SAN JUAN RIVER NEAR PORT RENFREW (08HA010) [BC]"

08HA010,"SAN JUAN RIVER NEAR PORT RENFREW"
Description of parameters:
46,"Water level (unit values)",m

Date (PST),Parameter ,Value (m),Approval,Qualifier
2024-11-04 01:10:00,46,2.842,Provisional,UNSPECIFIED
2024-11-04 01:15:00,46,2.842,Provisional,UNSPECIFIED
2024-11-04 01:20:00,46,2.844,Provisional,UNSPECIFIED
2024-11-04 01:25:00,46,2.843,Provisional,UNSPECIFIED
2024-11-04 01:30:00,46,2.841,Provisional,UNSPECIFIED
2024-11-04 01:35:00,46,2.843,Provisional,UNSPECIFIED
2024-11-04 01:40:00,46,2.839,Provisional,UNSPECIFIED
2024-11-04 01:45:00,46,2.842,Provisional,UNSPECIFIED
2024-11-04 01:50:00,46,2.844,Provisional,UNSPECIFIED
2024-11-04 01:55:00,46,2.842,Provisional,UNSPECIFIED
2024-11-04 02:00:00,46,2.843,Provisional,UNSPECIFIED
2024-11-04 02:05:00,46,2.842,Provisional,UNSPECIFIED
2024-11-04 02:10:00,46,2.843,Provisional,UNSPECIFIED
2024-11-04 02:15:00,46,2.846,Provisional,UNSPECIFIED
2024-11-04 02:20:00,46,2.843,Provisional,UNSPECIFIED
2024-11-04 02:25:00,46,2.844,Provisional,UNSPECIFIED
2024-11-04 02:30:00,46,2.844,Provisional,UNSPECIFIED
2024-11-04 02:35:00,46,2.844,Provisional,UNSPECIFIED
2024-11-04 02:40:00,46,2.846,Provisional,UNSPECIFIED
2024-11-04 02:45:00,46,2.843,Provisional,UNSPECIFIED
2024-11-04 02:50:00,46,2.845,Provisional,UNSPECIFIED
2024-11-04 02:55:00,46,2.845,Provisional,UNSPECIFIED
2024-11-04 03:00:00,46,2.847,Provisional,UNSPECIFIED
2024-11-04 03:05:00,46,2.844,Provisional,UNSPECIFIED
2024-11-04 03:10:00,46,2.845,Provisional,UNSPECIFIED
2024-11-04 03:15:00,46,2.845,Provisional,UNSPECIFIED
2024-11-04 03:20:00,46,2.845,Provisional,UNSPECIFIED
2024-11-04 03:25:00,46,2.848,Provisional,UNSPECIFIED
2024-11-04 03:30:00,46,2.852,Provisional,UNSPECIFIED
2024-11-04 03:35:00,46,2.853,Provisional,UNSPECIFIED
2024-11-04 03:40:00,46,2.850,Provisional,UNSPECIFIED
2024-11-04 03:45:00,46,2.852,Provisional,UNSPECIFIED
2024-11-04 03:50:00,46,2.850,Provisional,UNSPECIFIED
2024-11-04 03:55:00,46,2.851,Provisional,UNSPECIFIED
2024-11-04 04:00:00,46,2.853,Provisional,UNSPECIFIED
2024-11-04 04:05:00,46,2.851,Provisional,UNSPECIFIED
2024-11-04 04:10:00,46,2.855,Provisional,UNSPECIFIED
2024-11-04 04:15:00,46,2.855,Provisional,UNSPECIFIED
2024-11-04 04:20:00,46,2.859,Provisional,UNSPECIFIED
2024-11-04 04:25:00,46,2.862,Provisional,UNSPECIFIED
2024-11-04 04:30:00,46,2.861,Provisional,UNSPECIFIED
2024-11-04 04:35:00,46,2.864,Provisional,UNSPECIFIED
2024-11-04 04:40:00,46,2.867,Provisional,UNSPECIFIED
2024-11-04 04:45:00,46,2.867,Provisional,UNSPECIFIED
2024-11-04 04:50:00,46,2.869,Provisional,UNSPECIFIED
2024-11-04 04:55:00,46,2.874,Provisional,UNSPECIFIED
2024-11-04 05:00:00,46,2.879,Provisional,UNSPECIFIED
2024-11-04 05:05:00,46,2.876,Provisional,UNSPECIFIED
2024-11-04 05:10:00,46,2.884,Provisional,UNSPECIFIED
2024-11-04 05:15:00,46,2.887,Provisional,UNSPECIFIED
2024-11-04 05:20:00,46,2.892,Provisional,UNSPECIFIED
2024-11-04 05:25:00,46,2.893,Provisional,UNSPECIFIED
2024-11-04 05:30:00,46,2.899,Provisional,UNSPECIFIED
2024-11-04 05:35:00,46,2.897,Provisional,UNSPECIFIED
2024-11-04 05:40:00,46,2.902,Provisional,UNSPECIFIED
2024-11-04 05:45:00,46,2.912,Provisional,UNSPECIFIED
2024-11-04 05:50:00,46,2.920,Provisional,UNSPECIFIED
2024-11-04 05:55:00,46,2.928,Provisional,UNSPECIFIED
2024-11-04 06:00:00,46,2.933,Provisional,UNSPECIFIED
2024-11-04 06:05:00,46,2.941,Provisional,UNSPECIFIED
2024-11-04 06:10:00,46,2.949,Provisional,UNSPECIFIED
2024-11-04 06:15:00,46,2.963,Provisional,UNSPECIFIED
2024-11-04 06:20:00,46,2.975,Provisional,UNSPECIFIED
2024-11-04 06:25:00,46,2.987,Provisional,UNSPECIFIED
2024-11-04 06:30:00,46,3.002,Provisional,UNSPECIFIED
2024-11-04 06:35:00,46,3.014,Provisional,UNSPECIFIED
2024-11-04 06:40:00,46,3.030,Provisional,UNSPECIFIED
2024-11-04 06:45:00,46,3.044,Provisional,UNSPECIFIED
2024-11-04 06:50:00,46,3.064,Provisional,UNSPECIFIED
2024-11-04 06:55:00,46,3.075,Provisional,UNSPECIFIED
2024-11-04 07:00:00,46,3.093,Provisional,UNSPECIFIED
2024-11-04 07:05:00,46,3.105,Provisional,UNSPECIFIED
2024-11-04 07:10:00,46,3.117,Provisional,UNSPECIFIED
2024-11-04 07:15:00,46,3.141,Provisional,UNSPECIFIED
2024-11-04 07:20:00,46,3.153,Provisional,UNSPECIFIED
2024-11-04 07:25:00,46,3.170,Provisional,UNSPECIFIED
2024-11-04 07:30:00,46,3.188,Provisional,UNSPECIFIED
2024-11-04 07:35:00,46,3.203,Provisional,UNSPECIFIED
2024-11-04 07:40:00,46,3.227,Provisional,UNSPECIFIED
2024-11-04 07:45:00,46,3.237,Provisional,UNSPECIFIED
2024-11-04 07:50:00,46,3.266,Provisional,UNSPECIFIED
2024-11-04 07:55:00,46,3.276,Provisional,UNSPECIFIED
2024-11-04 08:00:00,46,3.292,Provisional,UNSPECIFIED
2024-11-04 08:05:00,46,3.304,Provisional,UNSPECIFIED
2024-11-04 08:10:00,46,3.327,Provisional,UNSPECIFIED
2024-11-04 08:15:00,46,3.345,Provisional,UNSPECIFIED
2024-11-04 08:20:00,46,3.365,Provisional,UNSPECIFIED
2024-11-04 08:25:00,46,3.386,Provisional,UNSPECIFIED
2024-11-04 08:30:00,46,3.411,Provisional,UNSPECIFIED
2024-11-04 08:35:00,46,3.421,Provisional,UNSPECIFIED
2024-11-04 08:40:00,46,3.435,Provisional,UNSPECIFIED
2024-11-04 08:45:00,46,3.450,Provisional,UNSPECIFIED
2024-11-04 08:50:00,46,3.475,Provisional,UNSPECIFIED
2024-11-04 08:55:00,46,3.496,Provisional,UNSPECIFIED
2024-11-04 09:00:00,46,3.521,Provisional,UNSPECIFIED
2024-11-04 09:05:00,46,3.547,Provisional,UNSPECIFIED
2024-11-04 09:10:00,46,3.554,Provisional,UNSPECIFIED
2024-11-04 09:15:00,46,3.588,Provisional,UNSPECIFIED
2024-11-04 09:20:00,46,3.622,Provisional,UNSPECIFIED
2024-11-04 09:25:00,46,3.629,Provisional,UNSPECIFIED
2024-11-04 09:30:00,46,3.660,Provisional,UNSPECIFIED
2024-11-04 09:35:00,46,3.692,Provisional,UNSPECIFIED
2024-11-04 09:40:00,46,3.702,Provisional,UNSPECIFIED
2024-11-04 09:45:00,46,3.747,Provisional,UNSPECIFIED
2024-11-04 09:50:00,46,3.754,Provisional,UNSPECIFIED
2024-11-04 09:55:00,46,3.817,Provisional,UNSPECIFIED
2024-11-04 10:00:00,46,3.839,Provisional,UNSPECIFIED
2024-11-04 10:05:00,46,3.879,Provisional,UNSPECIFIED
2024-11-04 10:10:00,46,3.869,Provisional,UNSPECIFIED
2024-11-04 10:15:00,46,3.915,Provisional,UNSPECIFIED
